Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,AdoptionSpeed
Cat,4,Bengal,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,,2
Dog,24,Mixed Breed,Male,Black,Yellow,Medium,Short,Not Sure,Not Sure,Healthy,0,3,3
Cat,4,Domestic Medium Hair,Female,Black,Brown,Large,Medium,No,No,Healthy,0,7,0
Dog,36,Dachshund,Female,Brown,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,,1
Dog,14,Labrador Retriever,Male,White,No Color,Medium,Medium,No,No,Healthy,0,4,0
Dog,31,Beagle,Male,Brown,White,Medium,Short,Yes,No,Healthy,400,1,3
Dog,17,Shih Tzu,Male,White,No Color,Medium,Short,Yes,No,Healthy,155,0,4
Dog,46,Poodle,Female,Cream,White,Small,Long,Yes,Yes,Healthy,0,1,3
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Medium,No,No,Healthy,0,,2
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,,2
Cat,3,Domestic Short Hair,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,0,,10
Cat,1,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,1,3
Dog,120,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,Yes,Healthy,0,1,4
Cat,9,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,1,4
Dog,50,Chihuahua,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,3,4
Cat,16,Domestic Short Hair,Female,Gray,White,Medium,Short,No,Yes,Healthy,0,,10
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,3,1
Dog,48,Mixed Breed,Male,Black,White,Large,Short,Yes,Yes,Healthy,100,,4
Dog,2,Mixed Breed,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,1,2
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,1
Dog,4,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,2
Dog,11,Mixed Breed,Female,Brown,Cream,Small,Short,Not Sure,No,Healthy,0,,6
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,50,1,2
Cat,4,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,2,2
Dog,48,Schnauzer,Male,White,No Color,Small,Long,Yes,Not Sure,Minor Injury,0,4,1
Dog,10,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,9
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,,11
Dog,5,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,0,,5
Cat,26,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,Yes,No,Healthy,0,2,4
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,2,2
Cat,2,Siamese,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,,3
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,,3
Cat,4,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,7,3
Cat,8,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Not Sure,Yes,Healthy,0,2,1
Dog,72,Bull Terrier,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,1,4
Cat,24,Domestic Short Hair,Male,Gray,White,Medium,Short,No,Yes,Healthy,0,1,4
Dog,96,Mixed Breed,Male,Black,No Color,Small,Short,Yes,Yes,Healthy,0,1,4
Dog,12,Mixed Breed,Male,Cream,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,1
Dog,3,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,2,4
Dog,6,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Minor Injury,0,,6
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,10,3
Cat,5,Siamese,Male,Brown,No Color,Medium,Medium,No,No,Minor Injury,0,3,1
Dog,2,Poodle,Male,Brown,No Color,Small,Medium,No,No,Healthy,450,3,1
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,No,Healthy,120,4,2
Dog,48,Pug,Male,Black,Brown,Small,Short,Yes,No,Healthy,0,3,4
Dog,2,Mixed Breed,Female,Brown,Golden,Medium,Medium,No,No,Healthy,0,2,4
Cat,2,Domestic Short Hair,Male,Brown,Gray,Small,Short,Yes,No,Healthy,50,1,2
Dog,48,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,,4
Dog,36,Basset Hound,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,,4
Cat,4,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,2,2
Cat,5,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,9,3
Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,7,2
Cat,24,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,,3
Cat,36,Domestic Short Hair,Male,Black,White,Medium,Short,No,Yes,Healthy,0,,1
Cat,3,Domestic Medium Hair,Male,Black,Gray,Medium,Medium,No,No,Minor Injury,0,,5
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Minor Injury,0,5,2
Cat,16,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,50,10,4
Dog,13,Mixed Breed,Female,Golden,No Color,Small,Medium,No,Yes,Healthy,0,2,4
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,Not Sure,Healthy,0,4,4
Dog,8,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,4
Dog,48,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,0,,3
Cat,2,Domestic Short Hair,Female,Yellow,White,Small,Short,Not Sure,Not Sure,Healthy,0,,2
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,1,2
Dog,2,Mixed Breed,Male,Black,Yellow,Medium,Medium,No,No,Healthy,0,6,1
Dog,36,Shih Tzu,Female,Brown,Cream,Small,Long,Yes,Not Sure,Healthy,0,1,4
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,1,1,4
Dog,24,Poodle,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,0,4
Cat,4,Domestic Short Hair,Male,Black,Gray,Medium,Medium,Yes,No,Healthy,0,5,1
Cat,1,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,1,1
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,,2
Dog,24,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,2,4
Cat,6,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,,8
Dog,12,Schnauzer,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,200,3,1
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,3,1
Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,48,,1
Dog,2,Mixed Breed,Female,Brown,Yellow,Medium,Medium,No,No,Healthy,0,,1
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,3
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,3
Cat,3,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,,2
Cat,2,Siamese,Male,Brown,Cream,Small,Short,No,No,Healthy,0,,2
Cat,15,Domestic Medium Hair,Female,White,No Color,Medium,Medium,No,No,Healthy,0,,1
Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,3,4
Dog,42,Australian Kelpie,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,1,4
Cat,1,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,1,1
Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,30,5,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,2
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,3,4
Cat,3,Domestic Short Hair,Male,Gray,No Color,Medium,Short,No,No,Healthy,0,,3
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,2,4
Dog,12,English Cocker Spaniel,Female,Golden,No Color,Medium,Medium,Yes,Not Sure,Healthy,300,3,1
Cat,10,Domestic Short Hair,Female,Black,Golden,Medium,Short,Yes,Yes,Healthy,50,,1
Cat,22,Tiger,Male,Golden,Yellow,Large,Medium,Yes,Yes,Healthy,50,2,4
Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,4
Cat,12,Domestic Short Hair,Male,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,,5
Cat,1,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,1
Dog,5,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,,13
Dog,12,Mixed Breed,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,0,,0
Dog,12,Dachshund,Female,Brown,White,Medium,Short,Not Sure,Yes,Healthy,0,3,2
Cat,25,Persian,Male,Golden,No Color,Medium,Medium,Yes,Yes,Healthy,100,5,4
Dog,3,Mixed Breed,Female,Brown,Cream,Large,Medium,No,No,Healthy,0,1,2
Cat,12,Domestic Short Hair,Male,Yellow,Cream,Large,Medium,No,No,Healthy,0,,8
Dog,84,Terrier,Male,Brown,Cream,Small,Medium,Not Sure,No,Healthy,0,5,4
Dog,2,Terrier,Male,Cream,No Color,Medium,Short,No,No,Healthy,0,,12
Dog,8,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,,3
Cat,5,Siamese,Male,Cream,Gray,Medium,Short,Not Sure,No,Healthy,250,5,4
Cat,10,Domestic Long Hair,Female,Golden,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,4
Cat,48,Domestic Long Hair,Male,White,No Color,Large,Long,Yes,Yes,Healthy,300,,3
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,4,3
Dog,4,Shih Tzu,Female,Black,Brown,Small,Long,Yes,No,Healthy,400,3,1
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,3
Dog,36,Mixed Breed,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,0,,2
Dog,2,Mixed Breed,Male,White,No Color,Small,Short,Yes,No,Healthy,0,3,4
Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,,2
Cat,4,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,No,Healthy,0,2,3
Dog,1,Jack Russell Terrier,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,3
Cat,6,Domestic Short Hair,Female,Yellow,White,Small,Short,Yes,Yes,Healthy,0,2,4
Cat,3,Domestic Medium Hair,Male,Black,Brown,Medium,Medium,No,Not Sure,Healthy,0,,6
Dog,3,Mixed Breed,Male,Brown,White,Large,Medium,Not Sure,No,Healthy,0,3,3
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,5,4
Dog,14,Spitz,Male,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,4,0
Dog,24,Mixed Breed,Male,Black,White,Medium,Short,Not Sure,Yes,Healthy,0,,2
Dog,38,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,No,Healthy,80,,2
Cat,2,Calico,Female,Black,Cream,Medium,Short,No,No,Healthy,0,3,3
Dog,8,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,,6
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,2
Cat,3,Siamese,Male,Cream,White,Medium,Short,Yes,No,Healthy,0,,2
Cat,8,Domestic Long Hair,Female,White,No Color,Small,Medium,No,Yes,Healthy,100,2,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,3
Cat,2,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,2,2
Dog,1,Mixed Breed,Female,Black,Golden,Medium,Short,No,No,Healthy,0,7,2
Dog,18,Labrador Retriever,Female,Brown,Golden,Large,Short,Yes,Yes,Healthy,0,,0
Dog,6,Poodle,Female,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,,1
Cat,1,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,3,1
Cat,3,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,3
Dog,2,Mixed Breed,Male,Brown,White,Small,Short,No,No,Healthy,0,1,2
Dog,3,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,,2
Cat,4,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Healthy,100,,2
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,20,1,2
Dog,3,Mixed Breed,Female,Brown,Golden,Medium,Medium,Yes,No,Healthy,0,5,3
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,,2
Cat,0,Domestic Medium Hair,Male,Brown,Cream,Small,Medium,No,No,Healthy,0,4,0
Dog,48,Mixed Breed,Female,Black,Cream,Medium,Medium,Yes,Yes,Healthy,0,,2
Dog,2,Terrier,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,,2
Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Medium,No,No,Healthy,0,,4
Dog,3,Mixed Breed,Female,Brown,White,Small,Short,Yes,No,Minor Injury,0,,2
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,2
Dog,7,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Not Sure,Healthy,0,0,4
Cat,3,Snowshoe,Female,Brown,Cream,Medium,Short,No,No,Healthy,50,,2
Dog,60,Shih Tzu,Male,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,2,2
Dog,12,Mixed Breed,Male,Black,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,,5
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,4
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,1,2
Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,4,2
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,3
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,,1
Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,3,2
Cat,3,Domestic Medium Hair,Female,Black,Golden,Small,Medium,No,No,Healthy,0,,2
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,2
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,3,1
Cat,4,Oriental Short Hair,Female,Golden,Gray,Small,Short,No,No,Healthy,0,2,4
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,7,2
Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,2
Cat,9,Persian,Male,Black,White,Large,Long,No,No,Healthy,150,,4
Cat,1,Domestic Short Hair,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,,1
Cat,1,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,1
Dog,2,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,3
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Not Sure,Healthy,50,,3
Dog,4,Husky,Female,Brown,White,Large,Short,Yes,No,Healthy,50,,2
Dog,4,Mixed Breed,Female,Yellow,White,Medium,Short,Not Sure,Not Sure,Healthy,100,1,4
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,,4
Cat,2,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,1,1
Cat,4,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,50,,3
Cat,3,Domestic Short Hair,Male,Black,White,Small,Short,Yes,Yes,Healthy,0,1,3
Cat,11,Domestic Medium Hair,Male,Brown,Yellow,Medium,Medium,No,No,Healthy,0,2,1
Cat,3,Domestic Long Hair,Male,Gray,White,Medium,Long,Yes,No,Healthy,0,4,2
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,Yes,Not Sure,Healthy,0,1,3
Dog,24,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,3
Cat,5,Ocicat,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,,1
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,4
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,2
Cat,2,Tabby,Male,Gray,No Color,Small,Long,No,No,Healthy,0,3,3
Cat,2,Domestic Medium Hair,Male,Gray,White,Large,Medium,Yes,No,Healthy,100,3,2
Cat,5,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,Yes,No,Healthy,100,4,1
Cat,2,Bengal,Male,Black,White,Small,Medium,No,Not Sure,Healthy,0,2,0
Cat,14,Domestic Short Hair,Female,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,7,2
Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,,4
Dog,2,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,50,,2
Dog,2,Mixed Breed,Male,Yellow,No Color,Medium,Short,No,No,Healthy,20,,1
Cat,2,Domestic Short Hair,Female,Golden,White,Medium,Short,No,No,Healthy,0,2,2
Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,1,1,4
Dog,84,Saint Bernard,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,10,,2
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,2
Dog,6,Mixed Breed,Female,Brown,Yellow,Medium,Medium,Not Sure,No,Healthy,0,1,4
Dog,3,Husky,Female,Black,Brown,Medium,Medium,No,Yes,Healthy,150,3,0
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,1
Cat,1,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,15,6,1
Dog,24,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,1,2,4
Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,2,3
Cat,36,Domestic Short Hair,Female,Black,Gray,Medium,Long,Yes,Not Sure,Healthy,300,2,4
Cat,29,Persian,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,2,2
Cat,29,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,2,2
Dog,6,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,,8
Dog,2,Labrador Retriever,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,3
Dog,24,Mixed Breed,Female,Black,No Color,Small,Short,Yes,Yes,Minor Injury,0,4,4
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,4
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Long,No,No,Healthy,0,4,1
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,1,Tabby,Male,Gray,No Color,Small,Short,No,No,Healthy,0,6,1
Cat,6,Domestic Short Hair,Male,Golden,No Color,Small,Short,No,Yes,Healthy,0,,0
Cat,1,Domestic Short Hair,Male,Brown,Yellow,Small,Short,No,No,Healthy,0,3,2
Cat,1,Domestic Medium Hair,Female,Gray,White,Small,Medium,Not Sure,No,Healthy,20,6,2
Cat,6,Persian,Male,Gray,White,Medium,Medium,Yes,No,Healthy,0,3,2
Dog,8,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,3,4
Cat,8,Domestic Long Hair,Male,Golden,Yellow,Large,Short,No,No,Healthy,50,,5
Dog,1,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,,2
Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,1,3
Dog,6,Chihuahua,Female,Brown,No Color,Small,Short,No,No,Healthy,0,2,3
Cat,12,Turkish Angora,Female,Cream,White,Medium,Long,Yes,Yes,Healthy,0,,5
Dog,84,Golden Retriever,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,,1
Dog,3,Pekingese,Male,Cream,No Color,Small,Medium,Yes,No,Healthy,500,,
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,3
Dog,8,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,4,4
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,,1
Dog,4,German Shepherd Dog,Male,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,2,1
Cat,2,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,3,2
Cat,84,British Shorthair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,5,0
Dog,3,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,1,2
Cat,4,Persian,Male,Brown,Cream,Small,Long,Yes,No,Healthy,250,4,3
Dog,7,Mixed Breed,Female,Brown,No Color,Small,Short,No,No,Healthy,0,,1
Cat,4,Tabby,Female,Yellow,White,Medium,Short,Yes,Not Sure,Healthy,0,2,3
Dog,60,Shih Tzu,Male,Cream,White,Small,Medium,Yes,Yes,Healthy,100,,11
Dog,9,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,9,4
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,1
Cat,4,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Healthy,0,,7
Cat,5,Domestic Medium Hair,Female,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,,2
Cat,6,Oriental Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,6,2
Cat,3,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,,5
Dog,12,Terrier,Male,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,4,3
Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,1
Cat,5,Domestic Short Hair,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,,4
Dog,8,Mixed Breed,Female,Black,Brown,Medium,Long,Yes,Yes,Healthy,0,7,2
Dog,6,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,3,4
Cat,2,Domestic Short Hair,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,4,2
Dog,108,Golden Retriever,Male,Golden,No Color,Large,Medium,Yes,Not Sure,Healthy,0,,1
Dog,48,Husky,Male,Gray,White,Large,Long,Not Sure,Not Sure,Minor Injury,100,1,1
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,2
Cat,1,American Shorthair,Female,Black,Yellow,Small,Short,No,No,Healthy,0,,1
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,,5
Dog,84,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,,2
Cat,4,Domestic Short Hair,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Healthy,0,3,4
Cat,12,Persian,Male,White,No Color,Medium,Short,Yes,Not Sure,Healthy,0,0,4
Dog,2,Belgian Shepherd Malinois,Male,Brown,No Color,Medium,Short,Not Sure,No,Healthy,0,3,3
Cat,5,Bengal,Male,Black,Brown,Small,Short,Yes,Yes,Healthy,0,,5
Cat,3,Domestic Medium Hair,Male,Yellow,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,5,2
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,5,3
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,1
Cat,2,Tabby,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,,5
Dog,3,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,1,4
Cat,26,Persian,Female,Brown,Cream,Medium,Medium,No,No,Healthy,0,,2
Cat,18,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,,2
Cat,3,Domestic Medium Hair,Female,Gray,White,Small,Medium,No,No,Healthy,0,12,2
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,,1
Dog,1,Mixed Breed,Male,Brown,Cream,Medium,Short,No,No,Healthy,0,5,1
Cat,12,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,5,4
Cat,24,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,4,4
Cat,69,Persian,Male,Black,Brown,Large,Long,Yes,Yes,Healthy,200,,3
Cat,2,Tortoiseshell,Female,Black,Golden,Small,Short,No,No,Healthy,0,,1
Dog,2,Mixed Breed,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,2,2
Cat,2,Domestic Long Hair,Female,Brown,Gray,Medium,Long,No,No,Healthy,0,,13
Cat,4,Domestic Medium Hair,Male,Brown,Cream,Small,Medium,No,No,Healthy,0,,2
Cat,12,Domestic Short Hair,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,100,4,2
Cat,6,Domestic Short Hair,Male,White,No Color,Small,Medium,Yes,Yes,Healthy,0,,3
Cat,7,Siamese,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,0
Cat,36,Domestic Short Hair,Male,White,No Color,Large,Medium,Yes,Yes,Healthy,0,0,4
Cat,55,Domestic Medium Hair,Female,Brown,Gray,Large,Medium,Yes,Yes,Healthy,150,5,4
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,20,1,1
Dog,72,Shih Tzu,Male,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,4,2
Cat,2,Domestic Long Hair,Male,Gray,White,Small,Medium,No,No,Healthy,0,,7
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,4
Cat,5,Domestic Short Hair,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,4,4
Dog,72,Shih Tzu,Female,Black,White,Small,Long,Yes,Yes,Healthy,0,9,3
Dog,2,Belgian Shepherd Malinois,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,3
Cat,5,Burmese,Female,Black,Cream,Small,Short,Yes,Yes,Healthy,0,3,2
Dog,2,Mixed Breed,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,5,2
Cat,1,Tabby,Male,Black,White,Medium,Short,No,No,Healthy,0,,3
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,4
Cat,2,Domestic Short Hair,Male,Yellow,No Color,Small,Short,No,No,Healthy,0,,1
